"gemeinde_kennziffer";"metrik";"l_untergrenze";"exponierte";"l_zentral";"quelle";"kartierungsumfang";"datenquelle"
"06433014";"lden";"60";"0";"62";"Flug";"major";"Bundesland"
"06433014";"lden";"65";"0";"67";"Flug";"major";"Bundesland"
"06433014";"lden";"70";"0";"72";"Flug";"major";"Bundesland"
"06433014";"lden";"75";"0";"77";"Flug";"major";"Bundesland"
"06433014";"lnight";"50";"0";"52";"Flug";"major";"Bundesland"
"06433014";"lnight";"55";"0";"57";"Flug";"major";"Bundesland"
"06433014";"lnight";"60";"0";"62";"Flug";"major";"Bundesland"
"06433014";"lnight";"65";"0";"67";"Flug";"major";"Bundesland"
"06433014";"lnight";"70";"0";"72";"Flug";"major";"Bundesland"
"06435007";"lden";"55";"0";"57";"Flug";"major";"Bundesland"
"06435007";"lden";"60";"0";"62";"Flug";"major";"Bundesland"
"06435007";"lden";"65";"0";"67";"Flug";"major";"Bundesland"
"06435007";"lden";"70";"0";"72";"Flug";"major";"Bundesland"
"06435007";"lden";"75";"0";"77";"Flug";"major";"Bundesland"
"06435007";"lnight";"50";"0";"52";"Flug";"major";"Bundesland"
"06435007";"lnight";"55";"0";"57";"Flug";"major";"Bundesland"
"06435007";"lnight";"60";"0";"62";"Flug";"major";"Bundesland"
"06435007";"lnight";"65";"0";"67";"Flug";"major";"Bundesland"
"06435007";"lnight";"70";"0";"72";"Flug";"major";"Bundesland"
"06435019";"lden";"55";"0";"57";"Flug";"major";"Bundesland"
"06435019";"lden";"60";"0";"62";"Flug";"major";"Bundesland"
"06435019";"lden";"65";"0";"67";"Flug";"major";"Bundesland"
"06435019";"lden";"70";"0";"72";"Flug";"major";"Bundesland"
"06435019";"lden";"75";"0";"77";"Flug";"major";"Bundesland"
"06435019";"lnight";"50";"0";"52";"Flug";"major";"Bundesland"
"06435019";"lnight";"55";"0";"57";"Flug";"major";"Bundesland"
"06435019";"lnight";"60";"0";"62";"Flug";"major";"Bundesland"
"06435019";"lnight";"65";"0";"67";"Flug";"major";"Bundesland"
"06435019";"lnight";"70";"0";"72";"Flug";"major";"Bundesland"
"06436004";"lden";"55";"13312";"57";"Flug";"major";"Bundesland"
"06436004";"lden";"60";"4312";"62";"Flug";"major";"Bundesland"
"06436004";"lden";"65";"0";"67";"Flug";"major";"Bundesland"
"06436004";"lden";"70";"0";"72";"Flug";"major";"Bundesland"
"06436004";"lden";"75";"0";"77";"Flug";"major";"Bundesland"
"06436004";"lnight";"50";"4786";"52";"Flug";"major";"Bundesland"
"06436004";"lnight";"55";"0";"57";"Flug";"major";"Bundesland"
"06436004";"lnight";"60";"0";"62";"Flug";"major";"Bundesland"
"06436004";"lnight";"65";"0";"67";"Flug";"major";"Bundesland"
"06436004";"lnight";"70";"0";"72";"Flug";"major";"Bundesland"
"06436005";"lden";"55";"2828";"57";"Flug";"major";"Bundesland"
"06436005";"lden";"60";"150";"62";"Flug";"major";"Bundesland"
"06436005";"lden";"65";"0";"67";"Flug";"major";"Bundesland"
"06436005";"lden";"70";"0";"72";"Flug";"major";"Bundesland"
"06436005";"lden";"75";"0";"77";"Flug";"major";"Bundesland"
"06436005";"lnight";"50";"163";"52";"Flug";"major";"Bundesland"
"06436005";"lnight";"55";"0";"57";"Flug";"major";"Bundesland"
"06436005";"lnight";"60";"0";"62";"Flug";"major";"Bundesland"
"06436005";"lnight";"65";"0";"67";"Flug";"major";"Bundesland"
"06436005";"lnight";"70";"0";"72";"Flug";"major";"Bundesland"
"06436006";"lden";"55";"5378";"57";"Flug";"major";"Bundesland"
"06436006";"lden";"60";"0";"62";"Flug";"major";"Bundesland"
"06436006";"lden";"65";"0";"67";"Flug";"major";"Bundesland"
"06436006";"lden";"70";"0";"72";"Flug";"major";"Bundesland"
"06436006";"lden";"75";"0";"77";"Flug";"major";"Bundesland"
"06436006";"lnight";"50";"0";"52";"Flug";"major";"Bundesland"
"06436006";"lnight";"55";"0";"57";"Flug";"major";"Bundesland"
"06436006";"lnight";"60";"0";"62";"Flug";"major";"Bundesland"
"06436006";"lnight";"65";"0";"67";"Flug";"major";"Bundesland"
"06436006";"lnight";"70";"0";"72";"Flug";"major";"Bundesland"
"06436007";"lden";"55";"0";"57";"Flug";"major";"Bundesland"
"06436007";"lden";"60";"0";"62";"Flug";"major";"Bundesland"
"06436007";"lden";"65";"0";"67";"Flug";"major";"Bundesland"
"06436007";"lden";"70";"0";"72";"Flug";"major";"Bundesland"
"06436007";"lden";"75";"0";"77";"Flug";"major";"Bundesland"
"06436007";"lnight";"50";"0";"52";"Flug";"major";"Bundesland"
"06436007";"lnight";"55";"0";"57";"Flug";"major";"Bundesland"
"06436007";"lnight";"60";"0";"62";"Flug";"major";"Bundesland"
"06436007";"lnight";"65";"0";"67";"Flug";"major";"Bundesland"
"06436007";"lnight";"70";"0";"72";"Flug";"major";"Bundesland"
"06438008";"lden";"55";"17495";"57";"Flug";"major";"Bundesland"
"06438008";"lden";"60";"0";"62";"Flug";"major";"Bundesland"
"06438008";"lden";"65";"0";"67";"Flug";"major";"Bundesland"
"06438008";"lden";"70";"0";"72";"Flug";"major";"Bundesland"
"06438008";"lden";"75";"0";"77";"Flug";"major";"Bundesland"
"06438008";"lnight";"50";"0";"52";"Flug";"major";"Bundesland"
"06438008";"lnight";"55";"0";"57";"Flug";"major";"Bundesland"
"06438008";"lnight";"60";"0";"62";"Flug";"major";"Bundesland"
"06438008";"lnight";"65";"0";"67";"Flug";"major";"Bundesland"
"06438008";"lnight";"70";"0";"72";"Flug";"major";"Bundesland"
"06411000";"lden";"55";"1079";"57";"Industrie";"major";"Bundesland"
"06411000";"lden";"60";"1035";"62";"Industrie";"major";"Bundesland"
"06411000";"lden";"65";"721";"67";"Industrie";"major";"Bundesland"
"06411000";"lden";"70";"645";"72";"Industrie";"major";"Bundesland"
"06411000";"lden";"75";"10";"77";"Industrie";"major";"Bundesland"
"06411000";"lnight";"50";"885";"52";"Industrie";"major";"Bundesland"
"06411000";"lnight";"55";"825";"57";"Industrie";"major";"Bundesland"
"06411000";"lnight";"60";"1054";"62";"Industrie";"major";"Bundesland"
"06411000";"lnight";"65";"236";"67";"Industrie";"major";"Bundesland"
"06411000";"lnight";"70";"0";"72";"Industrie";"major";"Bundesland"
"06412000";"lden";"55";"667";"57";"Industrie";"major";"Bundesland"
"06412000";"lden";"60";"97";"62";"Industrie";"major";"Bundesland"
"06412000";"lden";"65";"153";"67";"Industrie";"major";"Bundesland"
"06412000";"lden";"70";"2";"72";"Industrie";"major";"Bundesland"
"06412000";"lden";"75";"0";"77";"Industrie";"major";"Bundesland"
"06412000";"lnight";"50";"209";"52";"Industrie";"major";"Bundesland"
"06412000";"lnight";"55";"16";"57";"Industrie";"major";"Bundesland"
"06412000";"lnight";"60";"87";"62";"Industrie";"major";"Bundesland"
"06412000";"lnight";"65";"0";"67";"Industrie";"major";"Bundesland"
"06412000";"lnight";"70";"0";"72";"Industrie";"major";"Bundesland"
"06413000";"lden";"55";"51";"57";"Industrie";"major";"Bundesland"
"06413000";"lden";"60";"2";"62";"Industrie";"major";"Bundesland"
"06413000";"lden";"65";"0";"67";"Industrie";"major";"Bundesland"
"06413000";"lden";"70";"0";"72";"Industrie";"major";"Bundesland"
"06413000";"lden";"75";"0";"77";"Industrie";"major";"Bundesland"
"06413000";"lnight";"50";"13";"52";"Industrie";"major";"Bundesland"
"06413000";"lnight";"55";"0";"57";"Industrie";"major";"Bundesland"
"06413000";"lnight";"60";"0";"62";"Industrie";"major";"Bundesland"
"06413000";"lnight";"65";"0";"67";"Industrie";"major";"Bundesland"
"06413000";"lnight";"70";"0";"72";"Industrie";"major";"Bundesland"
"06414000";"lden";"55";"464";"57";"Industrie";"major";"Bundesland"
"06414000";"lden";"60";"203";"62";"Industrie";"major";"Bundesland"
"06414000";"lden";"65";"40";"67";"Industrie";"major";"Bundesland"
"06414000";"lden";"70";"0";"72";"Industrie";"major";"Bundesland"
"06414000";"lden";"75";"0";"77";"Industrie";"major";"Bundesland"
"06414000";"lnight";"50";"366";"52";"Industrie";"major";"Bundesland"
"06414000";"lnight";"55";"155";"57";"Industrie";"major";"Bundesland"
"06414000";"lnight";"60";"41";"62";"Industrie";"major";"Bundesland"
"06414000";"lnight";"65";"0";"67";"Industrie";"major";"Bundesland"
"06414000";"lnight";"70";"0";"72";"Industrie";"major";"Bundesland"
"06435014";"lden";"55";"818";"57";"Industrie";"major";"Bundesland"
"06435014";"lden";"60";"259";"62";"Industrie";"major";"Bundesland"
"06435014";"lden";"65";"73";"67";"Industrie";"major";"Bundesland"
"06435014";"lden";"70";"17";"72";"Industrie";"major";"Bundesland"
"06435014";"lden";"75";"0";"77";"Industrie";"major";"Bundesland"
"06435014";"lnight";"50";"658";"52";"Industrie";"major";"Bundesland"
"06435014";"lnight";"55";"210";"57";"Industrie";"major";"Bundesland"
"06435014";"lnight";"60";"41";"62";"Industrie";"major";"Bundesland"
"06435014";"lnight";"65";"10";"67";"Industrie";"major";"Bundesland"
"06435014";"lnight";"70";"0";"72";"Industrie";"major";"Bundesland"
"06611000";"lden";"55";"0";"57";"Industrie";"major";"Bundesland"
"06611000";"lden";"60";"0";"62";"Industrie";"major";"Bundesland"
"06611000";"lden";"65";"0";"67";"Industrie";"major";"Bundesland"
"06611000";"lden";"70";"0";"72";"Industrie";"major";"Bundesland"
"06611000";"lden";"75";"0";"77";"Industrie";"major";"Bundesland"
"06611000";"lnight";"50";"0";"52";"Industrie";"major";"Bundesland"
"06611000";"lnight";"55";"0";"57";"Industrie";"major";"Bundesland"
"06611000";"lnight";"60";"0";"62";"Industrie";"major";"Bundesland"
"06611000";"lnight";"65";"0";"67";"Industrie";"major";"Bundesland"
"06611000";"lnight";"70";"0";"72";"Industrie";"major";"Bundesland"
"08335001";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08335001";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08335001";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08335001";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08335001";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08335001";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08335001";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08335001";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08335001";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08335001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08136088";"lden";"55";"4189";"57";"Straße";"major";"Bundesland"
"08136088";"lden";"60";"960";"62";"Straße";"major";"Bundesland"
"08136088";"lden";"65";"413";"67";"Straße";"major";"Bundesland"
"08136088";"lden";"70";"313";"72";"Straße";"major";"Bundesland"
"08136088";"lden";"75";"30";"77";"Straße";"major";"Bundesland"
"08136088";"lnight";"50";"1705";"52";"Straße";"major";"Bundesland"
"08136088";"lnight";"55";"508";"57";"Straße";"major";"Bundesland"
"08136088";"lnight";"60";"354";"62";"Straße";"major";"Bundesland"
"08136088";"lnight";"65";"38";"67";"Straße";"major";"Bundesland"
"08136088";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08125001";"lden";"55";"2255";"57";"Straße";"major";"Bundesland"
"08125001";"lden";"60";"1461";"62";"Straße";"major";"Bundesland"
"08125001";"lden";"65";"471";"67";"Straße";"major";"Bundesland"
"08125001";"lden";"70";"73";"72";"Straße";"major";"Bundesland"
"08125001";"lden";"75";"2";"77";"Straße";"major";"Bundesland"
"08125001";"lnight";"50";"1969";"52";"Straße";"major";"Bundesland"
"08125001";"lnight";"55";"1057";"57";"Straße";"major";"Bundesland"
"08125001";"lnight";"60";"189";"62";"Straße";"major";"Bundesland"
"08125001";"lnight";"65";"8";"67";"Straße";"major";"Bundesland"
"08125001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08436001";"lden";"55";"83";"57";"Straße";"major";"Bundesland"
"08436001";"lden";"60";"47";"62";"Straße";"major";"Bundesland"
"08436001";"lden";"65";"10";"67";"Straße";"major";"Bundesland"
"08436001";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08436001";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08436001";"lnight";"50";"48";"52";"Straße";"major";"Bundesland"
"08436001";"lnight";"55";"25";"57";"Straße";"major";"Bundesland"
"08436001";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08436001";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08436001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08317001";"lden";"55";"4681";"57";"Straße";"major";"Bundesland"
"08317001";"lden";"60";"1487";"62";"Straße";"major";"Bundesland"
"08317001";"lden";"65";"546";"67";"Straße";"major";"Bundesland"
"08317001";"lden";"70";"389";"72";"Straße";"major";"Bundesland"
"08317001";"lden";"75";"10";"77";"Straße";"major";"Bundesland"
"08317001";"lnight";"50";"2931";"52";"Straße";"major";"Bundesland"
"08317001";"lnight";"55";"912";"57";"Straße";"major";"Bundesland"
"08317001";"lnight";"60";"462";"62";"Straße";"major";"Bundesland"
"08317001";"lnight";"65";"13";"67";"Straße";"major";"Bundesland"
"08317001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08426001";"lden";"55";"887";"57";"Straße";"major";"Bundesland"
"08426001";"lden";"60";"346";"62";"Straße";"major";"Bundesland"
"08426001";"lden";"65";"86";"67";"Straße";"major";"Bundesland"
"08426001";"lden";"70";"41";"72";"Straße";"major";"Bundesland"
"08426001";"lden";"75";"3";"77";"Straße";"major";"Bundesland"
"08426001";"lnight";"50";"599";"52";"Straße";"major";"Bundesland"
"08426001";"lnight";"55";"119";"57";"Straße";"major";"Bundesland"
"08426001";"lnight";"60";"51";"62";"Straße";"major";"Bundesland"
"08426001";"lnight";"65";"3";"67";"Straße";"major";"Bundesland"
"08426001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08225001";"lden";"55";"43";"57";"Straße";"major";"Bundesland"
"08225001";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08225001";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08225001";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08225001";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08225001";"lnight";"50";"14";"52";"Straße";"major";"Bundesland"
"08225001";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08225001";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08225001";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08225001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08118001";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08118001";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08118001";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08118001";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08118001";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08118001";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08118001";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08118001";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08118001";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08118001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08225002";"lden";"55";"294";"57";"Straße";"major";"Bundesland"
"08225002";"lden";"60";"177";"62";"Straße";"major";"Bundesland"
"08225002";"lden";"65";"126";"67";"Straße";"major";"Bundesland"
"08225002";"lden";"70";"22";"72";"Straße";"major";"Bundesland"
"08225002";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08225002";"lnight";"50";"230";"52";"Straße";"major";"Bundesland"
"08225002";"lnight";"55";"118";"57";"Straße";"major";"Bundesland"
"08225002";"lnight";"60";"40";"62";"Straße";"major";"Bundesland"
"08225002";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08225002";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08128138";"lden";"55";"42";"57";"Straße";"major";"Bundesland"
"08128138";"lden";"60";"3";"62";"Straße";"major";"Bundesland"
"08128138";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08128138";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08128138";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08128138";"lnight";"50";"21";"52";"Straße";"major";"Bundesland"
"08128138";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08128138";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08128138";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08128138";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08117002";"lden";"55";"484";"57";"Straße";"major";"Bundesland"
"08117002";"lden";"60";"292";"62";"Straße";"major";"Bundesland"
"08117002";"lden";"65";"29";"67";"Straße";"major";"Bundesland"
"08117002";"lden";"70";"2";"72";"Straße";"major";"Bundesland"
"08117002";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08117002";"lnight";"50";"476";"52";"Straße";"major";"Bundesland"
"08117002";"lnight";"55";"79";"57";"Straße";"major";"Bundesland"
"08117002";"lnight";"60";"7";"62";"Straße";"major";"Bundesland"
"08117002";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08117002";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08325001";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08325001";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08325001";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08325001";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08325001";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08325001";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08325001";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08325001";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08325001";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08325001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08436003";"lden";"55";"247";"57";"Straße";"major";"Bundesland"
"08436003";"lden";"60";"116";"62";"Straße";"major";"Bundesland"
"08436003";"lden";"65";"28";"67";"Straße";"major";"Bundesland"
"08436003";"lden";"70";"9";"72";"Straße";"major";"Bundesland"
"08436003";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08436003";"lnight";"50";"215";"52";"Straße";"major";"Bundesland"
"08436003";"lnight";"55";"30";"57";"Straße";"major";"Bundesland"
"08436003";"lnight";"60";"21";"62";"Straße";"major";"Bundesland"
"08436003";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08436003";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08116081";"lden";"55";"1806";"57";"Straße";"major";"Bundesland"
"08116081";"lden";"60";"193";"62";"Straße";"major";"Bundesland"
"08116081";"lden";"65";"55";"67";"Straße";"major";"Bundesland"
"08116081";"lden";"70";"33";"72";"Straße";"major";"Bundesland"
"08116081";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08116081";"lnight";"50";"493";"52";"Straße";"major";"Bundesland"
"08116081";"lnight";"55";"35";"57";"Straße";"major";"Bundesland"
"08116081";"lnight";"60";"58";"62";"Straße";"major";"Bundesland"
"08116081";"lnight";"65";"2";"67";"Straße";"major";"Bundesland"
"08116081";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08116076";"lden";"55";"216";"57";"Straße";"major";"Bundesland"
"08116076";"lden";"60";"197";"62";"Straße";"major";"Bundesland"
"08116076";"lden";"65";"250";"67";"Straße";"major";"Bundesland"
"08116076";"lden";"70";"48";"72";"Straße";"major";"Bundesland"
"08116076";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08116076";"lnight";"50";"209";"52";"Straße";"major";"Bundesland"
"08116076";"lnight";"55";"260";"57";"Straße";"major";"Bundesland"
"08116076";"lnight";"60";"50";"62";"Straße";"major";"Bundesland"
"08116076";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08116076";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08336004";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08336004";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08336004";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08336004";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08336004";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08336004";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08336004";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08336004";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08336004";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08336004";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08436004";"lden";"55";"976";"57";"Straße";"major";"Bundesland"
"08436004";"lden";"60";"249";"62";"Straße";"major";"Bundesland"
"08436004";"lden";"65";"38";"67";"Straße";"major";"Bundesland"
"08436004";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08436004";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08436004";"lnight";"50";"512";"52";"Straße";"major";"Bundesland"
"08436004";"lnight";"55";"104";"57";"Straße";"major";"Bundesland"
"08436004";"lnight";"60";"3";"62";"Straße";"major";"Bundesland"
"08436004";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08436004";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08337002";"lden";"55";"552";"57";"Straße";"major";"Bundesland"
"08337002";"lden";"60";"101";"62";"Straße";"major";"Bundesland"
"08337002";"lden";"65";"51";"67";"Straße";"major";"Bundesland"
"08337002";"lden";"70";"43";"72";"Straße";"major";"Bundesland"
"08337002";"lden";"75";"3";"77";"Straße";"major";"Bundesland"
"08337002";"lnight";"50";"189";"52";"Straße";"major";"Bundesland"
"08337002";"lnight";"55";"54";"57";"Straße";"major";"Bundesland"
"08337002";"lnight";"60";"45";"62";"Straße";"major";"Bundesland"
"08337002";"lnight";"65";"3";"67";"Straße";"major";"Bundesland"
"08337002";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08117003";"lden";"55";"163";"57";"Straße";"major";"Bundesland"
"08117003";"lden";"60";"152";"62";"Straße";"major";"Bundesland"
"08117003";"lden";"65";"230";"67";"Straße";"major";"Bundesland"
"08117003";"lden";"70";"4";"72";"Straße";"major";"Bundesland"
"08117003";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08117003";"lnight";"50";"163";"52";"Straße";"major";"Bundesland"
"08117003";"lnight";"55";"200";"57";"Straße";"major";"Bundesland"
"08117003";"lnight";"60";"10";"62";"Straße";"major";"Bundesland"
"08117003";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08117003";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08417079";"lden";"55";"4198";"57";"Straße";"major";"Bundesland"
"08417079";"lden";"60";"1799";"62";"Straße";"major";"Bundesland"
"08417079";"lden";"65";"1144";"67";"Straße";"major";"Bundesland"
"08417079";"lden";"70";"1445";"72";"Straße";"major";"Bundesland"
"08417079";"lden";"75";"216";"77";"Straße";"major";"Bundesland"
"08417079";"lnight";"50";"2235";"52";"Straße";"major";"Bundesland"
"08417079";"lnight";"55";"1247";"57";"Straße";"major";"Bundesland"
"08417079";"lnight";"60";"1456";"62";"Straße";"major";"Bundesland"
"08417079";"lnight";"65";"328";"67";"Straße";"major";"Bundesland"
"08417079";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08327002";"lden";"55";"377";"57";"Straße";"major";"Bundesland"
"08327002";"lden";"60";"76";"62";"Straße";"major";"Bundesland"
"08327002";"lden";"65";"38";"67";"Straße";"major";"Bundesland"
"08327002";"lden";"70";"31";"72";"Straße";"major";"Bundesland"
"08327002";"lden";"75";"4";"77";"Straße";"major";"Bundesland"
"08327002";"lnight";"50";"123";"52";"Straße";"major";"Bundesland"
"08327002";"lnight";"55";"42";"57";"Straße";"major";"Bundesland"
"08327002";"lnight";"60";"37";"62";"Straße";"major";"Bundesland"
"08327002";"lnight";"65";"5";"67";"Straße";"major";"Bundesland"
"08327002";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08119001";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08119001";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08119001";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08119001";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08119001";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08119001";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08119001";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08119001";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08119001";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08119001";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08335002";"lden";"55";"950";"57";"Straße";"major";"Bundesland"
"08335002";"lden";"60";"782";"62";"Straße";"major";"Bundesland"
"08335002";"lden";"65";"392";"67";"Straße";"major";"Bundesland"
"08335002";"lden";"70";"127";"72";"Straße";"major";"Bundesland"
"08335002";"lden";"75";"3";"77";"Straße";"major";"Bundesland"
"08335002";"lnight";"50";"835";"52";"Straße";"major";"Bundesland"
"08335002";"lnight";"55";"535";"57";"Straße";"major";"Bundesland"
"08335002";"lnight";"60";"180";"62";"Straße";"major";"Bundesland"
"08335002";"lnight";"65";"8";"67";"Straße";"major";"Bundesland"
"08335002";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08425002";"lden";"55";"98";"57";"Straße";"major";"Bundesland"
"08425002";"lden";"60";"51";"62";"Straße";"major";"Bundesland"
"08425002";"lden";"65";"80";"67";"Straße";"major";"Bundesland"
"08425002";"lden";"70";"7";"72";"Straße";"major";"Bundesland"
"08425002";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08425002";"lnight";"50";"55";"52";"Straße";"major";"Bundesland"
"08425002";"lnight";"55";"87";"57";"Straße";"major";"Bundesland"
"08425002";"lnight";"60";"11";"62";"Straße";"major";"Bundesland"
"08425002";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08425002";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08119003";"lden";"55";"201";"57";"Straße";"major";"Bundesland"
"08119003";"lden";"60";"102";"62";"Straße";"major";"Bundesland"
"08119003";"lden";"65";"146";"67";"Straße";"major";"Bundesland"
"08119003";"lden";"70";"71";"72";"Straße";"major";"Bundesland"
"08119003";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08119003";"lnight";"50";"113";"52";"Straße";"major";"Bundesland"
"08119003";"lnight";"55";"144";"57";"Straße";"major";"Bundesland"
"08119003";"lnight";"60";"74";"62";"Straße";"major";"Bundesland"
"08119003";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08119003";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08116004";"lden";"55";"1120";"57";"Straße";"major";"Bundesland"
"08116004";"lden";"60";"614";"62";"Straße";"major";"Bundesland"
"08116004";"lden";"65";"447";"67";"Straße";"major";"Bundesland"
"08116004";"lden";"70";"133";"72";"Straße";"major";"Bundesland"
"08116004";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08116004";"lnight";"50";"783";"52";"Straße";"major";"Bundesland"
"08116004";"lnight";"55";"539";"57";"Straße";"major";"Bundesland"
"08116004";"lnight";"60";"133";"62";"Straße";"major";"Bundesland"
"08116004";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08116004";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08115002";"lden";"55";"252";"57";"Straße";"major";"Bundesland"
"08115002";"lden";"60";"171";"62";"Straße";"major";"Bundesland"
