"gemeinde_kennziffer";"metrik";"l_untergrenze";"exponierte";"l_zentral";"quelle";"kartierungsumfang";"datenquelle"
"08117026";"lnight";"55";"2156";"57";"Straße";"major";"Bundesland"
"08117026";"lnight";"60";"1450";"62";"Straße";"major";"Bundesland"
"08117026";"lnight";"65";"619";"67";"Straße";"major";"Bundesland"
"08117026";"lnight";"70";"13";"72";"Straße";"major";"Bundesland"
"08315043";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08315043";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08315043";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08315043";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08315043";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08315043";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08315043";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08315043";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08315043";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08315043";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08335028";"lden";"55";"633";"57";"Straße";"major";"Bundesland"
"08335028";"lden";"60";"252";"62";"Straße";"major";"Bundesland"
"08335028";"lden";"65";"290";"67";"Straße";"major";"Bundesland"
"08335028";"lden";"70";"80";"72";"Straße";"major";"Bundesland"
"08335028";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08335028";"lnight";"50";"265";"52";"Straße";"major";"Bundesland"
"08335028";"lnight";"55";"287";"57";"Straße";"major";"Bundesland"
"08335028";"lnight";"60";"138";"62";"Straße";"major";"Bundesland"
"08335028";"lnight";"65";"1";"67";"Straße";"major";"Bundesland"
"08335028";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08215099";"lden";"55";"421";"57";"Straße";"major";"Bundesland"
"08215099";"lden";"60";"2";"62";"Straße";"major";"Bundesland"
"08215099";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08215099";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08215099";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08215099";"lnight";"50";"57";"52";"Straße";"major";"Bundesland"
"08215099";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08215099";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08215099";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08215099";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08115054";"lden";"55";"763";"57";"Straße";"major";"Bundesland"
"08115054";"lden";"60";"305";"62";"Straße";"major";"Bundesland"
"08115054";"lden";"65";"130";"67";"Straße";"major";"Bundesland"
"08115054";"lden";"70";"56";"72";"Straße";"major";"Bundesland"
"08115054";"lden";"75";"17";"77";"Straße";"major";"Bundesland"
"08115054";"lnight";"50";"500";"52";"Straße";"major";"Bundesland"
"08115054";"lnight";"55";"172";"57";"Straße";"major";"Bundesland"
"08115054";"lnight";"60";"77";"62";"Straße";"major";"Bundesland"
"08115054";"lnight";"65";"17";"67";"Straße";"major";"Bundesland"
"08115054";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08415029";"lden";"55";"501";"57";"Straße";"major";"Bundesland"
"08415029";"lden";"60";"106";"62";"Straße";"major";"Bundesland"
"08415029";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08415029";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08415029";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08415029";"lnight";"50";"188";"52";"Straße";"major";"Bundesland"
"08415029";"lnight";"55";"1";"57";"Straße";"major";"Bundesland"
"08415029";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08415029";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08415029";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08336105";"lden";"55";"945";"57";"Straße";"major";"Bundesland"
"08336105";"lden";"60";"959";"62";"Straße";"major";"Bundesland"
"08336105";"lden";"65";"712";"67";"Straße";"major";"Bundesland"
"08336105";"lden";"70";"1";"72";"Straße";"major";"Bundesland"
"08336105";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08336105";"lnight";"50";"930";"52";"Straße";"major";"Bundesland"
"08336105";"lnight";"55";"843";"57";"Straße";"major";"Bundesland"
"08336105";"lnight";"60";"6";"62";"Straße";"major";"Bundesland"
"08336105";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08336105";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08116022";"lden";"55";"67";"57";"Straße";"major";"Bundesland"
"08116022";"lden";"60";"18";"62";"Straße";"major";"Bundesland"
"08116022";"lden";"65";"3";"67";"Straße";"major";"Bundesland"
"08116022";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08116022";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08116022";"lnight";"50";"20";"52";"Straße";"major";"Bundesland"
"08116022";"lnight";"55";"5";"57";"Straße";"major";"Bundesland"
"08116022";"lnight";"60";"1";"62";"Straße";"major";"Bundesland"
"08116022";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08116022";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08118021";"lden";"55";"1113";"57";"Straße";"major";"Bundesland"
"08118021";"lden";"60";"473";"62";"Straße";"major";"Bundesland"
"08118021";"lden";"65";"147";"67";"Straße";"major";"Bundesland"
"08118021";"lden";"70";"71";"72";"Straße";"major";"Bundesland"
"08118021";"lden";"75";"21";"77";"Straße";"major";"Bundesland"
"08118021";"lnight";"50";"703";"52";"Straße";"major";"Bundesland"
"08118021";"lnight";"55";"193";"57";"Straße";"major";"Bundesland"
"08118021";"lnight";"60";"91";"62";"Straße";"major";"Bundesland"
"08118021";"lnight";"65";"24";"67";"Straße";"major";"Bundesland"
"08118021";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08417023";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08417023";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08417023";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08417023";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08417023";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08417023";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08417023";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08417023";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08417023";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08417023";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08128045";"lden";"55";"128";"57";"Straße";"major";"Bundesland"
"08128045";"lden";"60";"24";"62";"Straße";"major";"Bundesland"
"08128045";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08128045";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08128045";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08128045";"lnight";"50";"26";"52";"Straße";"major";"Bundesland"
"08128045";"lnight";"55";"13";"57";"Straße";"major";"Bundesland"
"08128045";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08128045";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08128045";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08117028";"lden";"55";"794";"57";"Straße";"major";"Bundesland"
"08117028";"lden";"60";"867";"62";"Straße";"major";"Bundesland"
"08117028";"lden";"65";"230";"67";"Straße";"major";"Bundesland"
"08117028";"lden";"70";"45";"72";"Straße";"major";"Bundesland"
"08117028";"lden";"75";"31";"77";"Straße";"major";"Bundesland"
"08117028";"lnight";"50";"1014";"52";"Straße";"major";"Bundesland"
"08117028";"lnight";"55";"515";"57";"Straße";"major";"Bundesland"
"08117028";"lnight";"60";"133";"62";"Straße";"major";"Bundesland"
"08117028";"lnight";"65";"28";"67";"Straße";"major";"Bundesland"
"08117028";"lnight";"70";"16";"72";"Straße";"major";"Bundesland"
"08436039";"lden";"55";"196";"57";"Straße";"major";"Bundesland"
"08436039";"lden";"60";"84";"62";"Straße";"major";"Bundesland"
"08436039";"lden";"65";"147";"67";"Straße";"major";"Bundesland"
"08436039";"lden";"70";"62";"72";"Straße";"major";"Bundesland"
"08436039";"lden";"75";"14";"77";"Straße";"major";"Bundesland"
"08436039";"lnight";"50";"86";"52";"Straße";"major";"Bundesland"
"08436039";"lnight";"55";"138";"57";"Straße";"major";"Bundesland"
"08436039";"lnight";"60";"81";"62";"Straße";"major";"Bundesland"
"08436039";"lnight";"65";"14";"67";"Straße";"major";"Bundesland"
"08436039";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08128047";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08128047";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08128047";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08128047";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08128047";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08128047";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08128047";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08128047";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08128047";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08128047";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08125038";"lden";"55";"424";"57";"Straße";"major";"Bundesland"
"08125038";"lden";"60";"304";"62";"Straße";"major";"Bundesland"
"08125038";"lden";"65";"339";"67";"Straße";"major";"Bundesland"
"08125038";"lden";"70";"291";"72";"Straße";"major";"Bundesland"
"08125038";"lden";"75";"30";"77";"Straße";"major";"Bundesland"
"08125038";"lnight";"50";"334";"52";"Straße";"major";"Bundesland"
"08125038";"lnight";"55";"323";"57";"Straße";"major";"Bundesland"
"08125038";"lnight";"60";"311";"62";"Straße";"major";"Bundesland"
"08125038";"lnight";"65";"50";"67";"Straße";"major";"Bundesland"
"08125038";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08315047";"lden";"55";"2322";"57";"Straße";"major";"Bundesland"
"08315047";"lden";"60";"504";"62";"Straße";"major";"Bundesland"
"08315047";"lden";"65";"37";"67";"Straße";"major";"Bundesland"
"08315047";"lden";"70";"8";"72";"Straße";"major";"Bundesland"
"08315047";"lden";"75";"8";"77";"Straße";"major";"Bundesland"
"08315047";"lnight";"50";"914";"52";"Straße";"major";"Bundesland"
"08315047";"lnight";"55";"169";"57";"Straße";"major";"Bundesland"
"08315047";"lnight";"60";"5";"62";"Straße";"major";"Bundesland"
"08315047";"lnight";"65";"14";"67";"Straße";"major";"Bundesland"
"08315047";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08125039";"lden";"55";"218";"57";"Straße";"major";"Bundesland"
"08125039";"lden";"60";"46";"62";"Straße";"major";"Bundesland"
"08125039";"lden";"65";"46";"67";"Straße";"major";"Bundesland"
"08125039";"lden";"70";"32";"72";"Straße";"major";"Bundesland"
"08125039";"lden";"75";"15";"77";"Straße";"major";"Bundesland"
"08125039";"lnight";"50";"106";"52";"Straße";"major";"Bundesland"
"08125039";"lnight";"55";"37";"57";"Straße";"major";"Bundesland"
"08125039";"lnight";"60";"48";"62";"Straße";"major";"Bundesland"
"08125039";"lnight";"65";"15";"67";"Straße";"major";"Bundesland"
"08125039";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08317039";"lden";"55";"322";"57";"Straße";"major";"Bundesland"
"08317039";"lden";"60";"212";"62";"Straße";"major";"Bundesland"
"08317039";"lden";"65";"142";"67";"Straße";"major";"Bundesland"
"08317039";"lden";"70";"109";"72";"Straße";"major";"Bundesland"
"08317039";"lden";"75";"3";"77";"Straße";"major";"Bundesland"
"08317039";"lnight";"50";"227";"52";"Straße";"major";"Bundesland"
"08317039";"lnight";"55";"161";"57";"Straße";"major";"Bundesland"
"08317039";"lnight";"60";"126";"62";"Straße";"major";"Bundesland"
"08317039";"lnight";"65";"8";"67";"Straße";"major";"Bundesland"
"08317039";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08316014";"lden";"55";"462";"57";"Straße";"major";"Bundesland"
"08316014";"lden";"60";"129";"62";"Straße";"major";"Bundesland"
"08316014";"lden";"65";"17";"67";"Straße";"major";"Bundesland"
"08316014";"lden";"70";"1";"72";"Straße";"major";"Bundesland"
"08316014";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08316014";"lnight";"50";"191";"52";"Straße";"major";"Bundesland"
"08316014";"lnight";"55";"58";"57";"Straße";"major";"Bundesland"
"08316014";"lnight";"60";"1";"62";"Straße";"major";"Bundesland"
"08316014";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08316014";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08336106";"lden";"55";"0";"57";"Straße";"major";"Bundesland"
"08336106";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08336106";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08336106";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08336106";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08336106";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08336106";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08336106";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08336106";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08336106";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08435018";"lden";"55";"337";"57";"Straße";"major";"Bundesland"
"08435018";"lden";"60";"115";"62";"Straße";"major";"Bundesland"
"08435018";"lden";"65";"82";"67";"Straße";"major";"Bundesland"
"08435018";"lden";"70";"27";"72";"Straße";"major";"Bundesland"
"08435018";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08435018";"lnight";"50";"199";"52";"Straße";"major";"Bundesland"
"08435018";"lnight";"55";"90";"57";"Straße";"major";"Bundesland"
"08435018";"lnight";"60";"44";"62";"Straße";"major";"Bundesland"
"08435018";"lnight";"65";"2";"67";"Straße";"major";"Bundesland"
"08435018";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08417025";"lden";"55";"296";"57";"Straße";"major";"Bundesland"
"08417025";"lden";"60";"58";"62";"Straße";"major";"Bundesland"
"08417025";"lden";"65";"4";"67";"Straße";"major";"Bundesland"
"08417025";"lden";"70";"2";"72";"Straße";"major";"Bundesland"
"08417025";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08417025";"lnight";"50";"105";"52";"Straße";"major";"Bundesland"
"08417025";"lnight";"55";"12";"57";"Straße";"major";"Bundesland"
"08417025";"lnight";"60";"3";"62";"Straße";"major";"Bundesland"
"08417025";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08417025";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08215029";"lden";"55";"481";"57";"Straße";"major";"Bundesland"
"08215029";"lden";"60";"83";"62";"Straße";"major";"Bundesland"
"08215029";"lden";"65";"182";"67";"Straße";"major";"Bundesland"
"08215029";"lden";"70";"345";"72";"Straße";"major";"Bundesland"
"08215029";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08215029";"lnight";"50";"173";"52";"Straße";"major";"Bundesland"
"08215029";"lnight";"55";"191";"57";"Straße";"major";"Bundesland"
"08215029";"lnight";"60";"335";"62";"Straße";"major";"Bundesland"
"08215029";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08215029";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08225032";"lden";"55";"101";"57";"Straße";"major";"Bundesland"
"08225032";"lden";"60";"104";"62";"Straße";"major";"Bundesland"
"08225032";"lden";"65";"96";"67";"Straße";"major";"Bundesland"
"08225032";"lden";"70";"116";"72";"Straße";"major";"Bundesland"
"08225032";"lden";"75";"38";"77";"Straße";"major";"Bundesland"
"08225032";"lnight";"50";"96";"52";"Straße";"major";"Bundesland"
"08225032";"lnight";"55";"99";"57";"Straße";"major";"Bundesland"
"08225032";"lnight";"60";"111";"62";"Straße";"major";"Bundesland"
"08225032";"lnight";"65";"63";"67";"Straße";"major";"Bundesland"
"08225032";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08125111";"lden";"55";"587";"57";"Straße";"major";"Bundesland"
"08125111";"lden";"60";"122";"62";"Straße";"major";"Bundesland"
"08125111";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08125111";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08125111";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08125111";"lnight";"50";"373";"52";"Straße";"major";"Bundesland"
"08125111";"lnight";"55";"11";"57";"Straße";"major";"Bundesland"
"08125111";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08125111";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08125111";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08315048";"lden";"55";"2096";"57";"Straße";"major";"Bundesland"
"08315048";"lden";"60";"396";"62";"Straße";"major";"Bundesland"
"08315048";"lden";"65";"16";"67";"Straße";"major";"Bundesland"
"08315048";"lden";"70";"5";"72";"Straße";"major";"Bundesland"
"08315048";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08315048";"lnight";"50";"1151";"52";"Straße";"major";"Bundesland"
"08315048";"lnight";"55";"107";"57";"Straße";"major";"Bundesland"
"08315048";"lnight";"60";"9";"62";"Straße";"major";"Bundesland"
"08315048";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08315048";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08336034";"lden";"55";"2";"57";"Straße";"major";"Bundesland"
"08336034";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08336034";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08336034";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08336034";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08336034";"lnight";"50";"0";"52";"Straße";"major";"Bundesland"
"08336034";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08336034";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08336034";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08336034";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08317040";"lden";"55";"942";"57";"Straße";"major";"Bundesland"
"08317040";"lden";"60";"211";"62";"Straße";"major";"Bundesland"
"08317040";"lden";"65";"158";"67";"Straße";"major";"Bundesland"
"08317040";"lden";"70";"68";"72";"Straße";"major";"Bundesland"
"08317040";"lden";"75";"10";"77";"Straße";"major";"Bundesland"
"08317040";"lnight";"50";"356";"52";"Straße";"major";"Bundesland"
"08317040";"lnight";"55";"180";"57";"Straße";"major";"Bundesland"
"08317040";"lnight";"60";"92";"62";"Straße";"major";"Bundesland"
"08317040";"lnight";"65";"17";"67";"Straße";"major";"Bundesland"
"08317040";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08225033";"lden";"55";"380";"57";"Straße";"major";"Bundesland"
"08225033";"lden";"60";"69";"62";"Straße";"major";"Bundesland"
"08225033";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08225033";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08225033";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08225033";"lnight";"50";"95";"52";"Straße";"major";"Bundesland"
"08225033";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08225033";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08225033";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08225033";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08317041";"lden";"55";"212";"57";"Straße";"major";"Bundesland"
"08317041";"lden";"60";"34";"62";"Straße";"major";"Bundesland"
"08317041";"lden";"65";"3";"67";"Straße";"major";"Bundesland"
"08317041";"lden";"70";"15";"72";"Straße";"major";"Bundesland"
"08317041";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08317041";"lnight";"50";"74";"52";"Straße";"major";"Bundesland"
"08317041";"lnight";"55";"10";"57";"Straße";"major";"Bundesland"
"08317041";"lnight";"60";"13";"62";"Straße";"major";"Bundesland"
"08317041";"lnight";"65";"2";"67";"Straße";"major";"Bundesland"
"08317041";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08336036";"lden";"55";"281";"57";"Straße";"major";"Bundesland"
"08336036";"lden";"60";"113";"62";"Straße";"major";"Bundesland"
"08336036";"lden";"65";"25";"67";"Straße";"major";"Bundesland"
"08336036";"lden";"70";"2";"72";"Straße";"major";"Bundesland"
"08336036";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08336036";"lnight";"50";"170";"52";"Straße";"major";"Bundesland"
"08336036";"lnight";"55";"37";"57";"Straße";"major";"Bundesland"
"08336036";"lnight";"60";"2";"62";"Straße";"major";"Bundesland"
"08336036";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08336036";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08417031";"lden";"55";"2187";"57";"Straße";"major";"Bundesland"
"08417031";"lden";"60";"862";"62";"Straße";"major";"Bundesland"
"08417031";"lden";"65";"246";"67";"Straße";"major";"Bundesland"
"08417031";"lden";"70";"30";"72";"Straße";"major";"Bundesland"
"08417031";"lden";"75";"17";"77";"Straße";"major";"Bundesland"
"08417031";"lnight";"50";"1297";"52";"Straße";"major";"Bundesland"
"08417031";"lnight";"55";"386";"57";"Straße";"major";"Bundesland"
"08417031";"lnight";"60";"48";"62";"Straße";"major";"Bundesland"
"08417031";"lnight";"65";"21";"67";"Straße";"major";"Bundesland"
"08417031";"lnight";"70";"4";"72";"Straße";"major";"Bundesland"
"08226028";"lden";"55";"520";"57";"Straße";"major";"Bundesland"
"08226028";"lden";"60";"226";"62";"Straße";"major";"Bundesland"
"08226028";"lden";"65";"60";"67";"Straße";"major";"Bundesland"
"08226028";"lden";"70";"3";"72";"Straße";"major";"Bundesland"
"08226028";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08226028";"lnight";"50";"204";"52";"Straße";"major";"Bundesland"
"08226028";"lnight";"55";"135";"57";"Straße";"major";"Bundesland"
"08226028";"lnight";"60";"15";"62";"Straße";"major";"Bundesland"
"08226028";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08226028";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08135019";"lden";"55";"2313";"57";"Straße";"major";"Bundesland"
"08135019";"lden";"60";"1156";"62";"Straße";"major";"Bundesland"
"08135019";"lden";"65";"1172";"67";"Straße";"major";"Bundesland"
"08135019";"lden";"70";"1009";"72";"Straße";"major";"Bundesland"
"08135019";"lden";"75";"170";"77";"Straße";"major";"Bundesland"
"08135019";"lnight";"50";"1463";"52";"Straße";"major";"Bundesland"
"08135019";"lnight";"55";"1176";"57";"Straße";"major";"Bundesland"
"08135019";"lnight";"60";"1119";"62";"Straße";"major";"Bundesland"
"08135019";"lnight";"65";"336";"67";"Straße";"major";"Bundesland"
"08135019";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08236025";"lden";"55";"258";"57";"Straße";"major";"Bundesland"
"08236025";"lden";"60";"132";"62";"Straße";"major";"Bundesland"
"08236025";"lden";"65";"195";"67";"Straße";"major";"Bundesland"
"08236025";"lden";"70";"171";"72";"Straße";"major";"Bundesland"
"08236025";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08236025";"lnight";"50";"160";"52";"Straße";"major";"Bundesland"
"08236025";"lnight";"55";"190";"57";"Straße";"major";"Bundesland"
"08236025";"lnight";"60";"168";"62";"Straße";"major";"Bundesland"
"08236025";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08236025";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08117030";"lden";"55";"160";"57";"Straße";"major";"Bundesland"
"08117030";"lden";"60";"237";"62";"Straße";"major";"Bundesland"
"08117030";"lden";"65";"189";"67";"Straße";"major";"Bundesland"
"08117030";"lden";"70";"23";"72";"Straße";"major";"Bundesland"
"08117030";"lden";"75";"1";"77";"Straße";"major";"Bundesland"
"08117030";"lnight";"50";"242";"52";"Straße";"major";"Bundesland"
"08117030";"lnight";"55";"182";"57";"Straße";"major";"Bundesland"
"08117030";"lnight";"60";"23";"62";"Straße";"major";"Bundesland"
"08117030";"lnight";"65";"1";"67";"Straße";"major";"Bundesland"
"08117030";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08315050";"lden";"55";"228";"57";"Straße";"major";"Bundesland"
"08315050";"lden";"60";"77";"62";"Straße";"major";"Bundesland"
"08315050";"lden";"65";"102";"67";"Straße";"major";"Bundesland"
"08315050";"lden";"70";"79";"72";"Straße";"major";"Bundesland"
"08315050";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08315050";"lnight";"50";"85";"52";"Straße";"major";"Bundesland"
"08315050";"lnight";"55";"117";"57";"Straße";"major";"Bundesland"
"08315050";"lnight";"60";"67";"62";"Straße";"major";"Bundesland"
"08315050";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08315050";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08226106";"lden";"55";"175";"57";"Straße";"major";"Bundesland"
"08226106";"lden";"60";"43";"62";"Straße";"major";"Bundesland"
"08226106";"lden";"65";"20";"67";"Straße";"major";"Bundesland"
"08226106";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08226106";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08226106";"lnight";"50";"78";"52";"Straße";"major";"Bundesland"
"08226106";"lnight";"55";"23";"57";"Straße";"major";"Bundesland"
"08226106";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08226106";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
"08226106";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08118027";"lden";"55";"591";"57";"Straße";"major";"Bundesland"
"08118027";"lden";"60";"427";"62";"Straße";"major";"Bundesland"
"08118027";"lden";"65";"502";"67";"Straße";"major";"Bundesland"
"08118027";"lden";"70";"206";"72";"Straße";"major";"Bundesland"
"08118027";"lden";"75";"2";"77";"Straße";"major";"Bundesland"
"08118027";"lnight";"50";"434";"52";"Straße";"major";"Bundesland"
"08118027";"lnight";"55";"499";"57";"Straße";"major";"Bundesland"
"08118027";"lnight";"60";"256";"62";"Straße";"major";"Bundesland"
"08118027";"lnight";"65";"11";"67";"Straße";"major";"Bundesland"
"08118027";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08226031";"lden";"55";"4153";"57";"Straße";"major";"Bundesland"
"08226031";"lden";"60";"1622";"62";"Straße";"major";"Bundesland"
"08226031";"lden";"65";"576";"67";"Straße";"major";"Bundesland"
"08226031";"lden";"70";"281";"72";"Straße";"major";"Bundesland"
"08226031";"lden";"75";"22";"77";"Straße";"major";"Bundesland"
"08226031";"lnight";"50";"2991";"52";"Straße";"major";"Bundesland"
"08226031";"lnight";"55";"928";"57";"Straße";"major";"Bundesland"
"08226031";"lnight";"60";"299";"62";"Straße";"major";"Bundesland"
"08226031";"lnight";"65";"35";"67";"Straße";"major";"Bundesland"
"08226031";"lnight";"70";"0";"72";"Straße";"major";"Bundesland"
"08437044";"lden";"55";"76";"57";"Straße";"major";"Bundesland"
"08437044";"lden";"60";"0";"62";"Straße";"major";"Bundesland"
"08437044";"lden";"65";"0";"67";"Straße";"major";"Bundesland"
"08437044";"lden";"70";"0";"72";"Straße";"major";"Bundesland"
"08437044";"lden";"75";"0";"77";"Straße";"major";"Bundesland"
"08437044";"lnight";"50";"2";"52";"Straße";"major";"Bundesland"
"08437044";"lnight";"55";"0";"57";"Straße";"major";"Bundesland"
"08437044";"lnight";"60";"0";"62";"Straße";"major";"Bundesland"
"08437044";"lnight";"65";"0";"67";"Straße";"major";"Bundesland"
