"gemeinde_kennziffer";"l_untergrenze";"l_zentral";"metrik";"exponierte";"quelle";"kartierungsumfang";"datenquelle"
"06635012";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06635012";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635012";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635013";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06635013";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06635013";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06635013";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06635013";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635013";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06635013";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06635013";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06635013";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635013";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635014";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06635014";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06635014";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06635014";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06635014";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635014";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06635014";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06635014";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06635014";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635014";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635015";"55";"57";"lden";"173";"Straße";"major";"Bundesland"
"06635015";"60";"62";"lden";"188";"Straße";"major";"Bundesland"
"06635015";"65";"67";"lden";"113";"Straße";"major";"Bundesland"
"06635015";"70";"72";"lden";"1";"Straße";"major";"Bundesland"
"06635015";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635015";"50";"52";"lnight";"189";"Straße";"major";"Bundesland"
"06635015";"55";"57";"lnight";"127";"Straße";"major";"Bundesland"
"06635015";"60";"62";"lnight";"19";"Straße";"major";"Bundesland"
"06635015";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635015";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635016";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06635016";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06635016";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06635016";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06635016";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635016";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06635016";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06635016";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06635016";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635016";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635017";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06635017";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06635017";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06635017";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06635017";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635017";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06635017";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06635017";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06635017";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635017";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635018";"55";"57";"lden";"149";"Straße";"major";"Bundesland"
"06635018";"60";"62";"lden";"117";"Straße";"major";"Bundesland"
"06635018";"65";"67";"lden";"129";"Straße";"major";"Bundesland"
"06635018";"70";"72";"lden";"60";"Straße";"major";"Bundesland"
"06635018";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635018";"50";"52";"lnight";"118";"Straße";"major";"Bundesland"
"06635018";"55";"57";"lnight";"147";"Straße";"major";"Bundesland"
"06635018";"60";"62";"lnight";"45";"Straße";"major";"Bundesland"
"06635018";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635018";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635019";"55";"57";"lden";"120";"Straße";"major";"Bundesland"
"06635019";"60";"62";"lden";"98";"Straße";"major";"Bundesland"
"06635019";"65";"67";"lden";"153";"Straße";"major";"Bundesland"
"06635019";"70";"72";"lden";"18";"Straße";"major";"Bundesland"
"06635019";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635019";"50";"52";"lnight";"88";"Straße";"major";"Bundesland"
"06635019";"55";"57";"lnight";"166";"Straße";"major";"Bundesland"
"06635019";"60";"62";"lnight";"35";"Straße";"major";"Bundesland"
"06635019";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635019";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635020";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06635020";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06635020";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06635020";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06635020";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635020";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06635020";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06635020";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06635020";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635020";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635021";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06635021";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06635021";"65";"67";"lden";"4";"Straße";"major";"Bundesland"
"06635021";"70";"72";"lden";"2";"Straße";"major";"Bundesland"
"06635021";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635021";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06635021";"55";"57";"lnight";"3";"Straße";"major";"Bundesland"
"06635021";"60";"62";"lnight";"3";"Straße";"major";"Bundesland"
"06635021";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635021";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06635022";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06635022";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06635022";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06635022";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06635022";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06635022";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06635022";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06635022";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06635022";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06635022";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636001";"55";"57";"lden";"417";"Straße";"major";"Bundesland"
"06636001";"60";"62";"lden";"141";"Straße";"major";"Bundesland"
"06636001";"65";"67";"lden";"83";"Straße";"major";"Bundesland"
"06636001";"70";"72";"lden";"31";"Straße";"major";"Bundesland"
"06636001";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636001";"50";"52";"lnight";"217";"Straße";"major";"Bundesland"
"06636001";"55";"57";"lnight";"81";"Straße";"major";"Bundesland"
"06636001";"60";"62";"lnight";"59";"Straße";"major";"Bundesland"
"06636001";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636001";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636002";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06636002";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06636002";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06636002";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06636002";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636002";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06636002";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06636002";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06636002";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636003";"55";"57";"lden";"304";"Straße";"major";"Bundesland"
"06636003";"60";"62";"lden";"166";"Straße";"major";"Bundesland"
"06636003";"65";"67";"lden";"205";"Straße";"major";"Bundesland"
"06636003";"70";"72";"lden";"198";"Straße";"major";"Bundesland"
"06636003";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636003";"50";"52";"lnight";"207";"Straße";"major";"Bundesland"
"06636003";"55";"57";"lnight";"192";"Straße";"major";"Bundesland"
"06636003";"60";"62";"lnight";"238";"Straße";"major";"Bundesland"
"06636003";"65";"67";"lnight";"9";"Straße";"major";"Bundesland"
"06636003";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636004";"55";"57";"lden";"82";"Straße";"major";"Bundesland"
"06636004";"60";"62";"lden";"68";"Straße";"major";"Bundesland"
"06636004";"65";"67";"lden";"47";"Straße";"major";"Bundesland"
"06636004";"70";"72";"lden";"30";"Straße";"major";"Bundesland"
"06636004";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636004";"50";"52";"lnight";"69";"Straße";"major";"Bundesland"
"06636004";"55";"57";"lnight";"61";"Straße";"major";"Bundesland"
"06636004";"60";"62";"lnight";"31";"Straße";"major";"Bundesland"
"06636004";"65";"67";"lnight";"2";"Straße";"major";"Bundesland"
"06636004";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636005";"55";"57";"lden";"278";"Straße";"major";"Bundesland"
"06636005";"60";"62";"lden";"179";"Straße";"major";"Bundesland"
"06636005";"65";"67";"lden";"19";"Straße";"major";"Bundesland"
"06636005";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06636005";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636005";"50";"52";"lnight";"219";"Straße";"major";"Bundesland"
"06636005";"55";"57";"lnight";"99";"Straße";"major";"Bundesland"
"06636005";"60";"62";"lnight";"4";"Straße";"major";"Bundesland"
"06636005";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636005";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636006";"55";"57";"lden";"132";"Straße";"major";"Bundesland"
"06636006";"60";"62";"lden";"46";"Straße";"major";"Bundesland"
"06636006";"65";"67";"lden";"62";"Straße";"major";"Bundesland"
"06636006";"70";"72";"lden";"55";"Straße";"major";"Bundesland"
"06636006";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636006";"50";"52";"lnight";"62";"Straße";"major";"Bundesland"
"06636006";"55";"57";"lnight";"43";"Straße";"major";"Bundesland"
"06636006";"60";"62";"lnight";"79";"Straße";"major";"Bundesland"
"06636006";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636006";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636007";"55";"57";"lden";"19";"Straße";"major";"Bundesland"
"06636007";"60";"62";"lden";"9";"Straße";"major";"Bundesland"
"06636007";"65";"67";"lden";"13";"Straße";"major";"Bundesland"
"06636007";"70";"72";"lden";"9";"Straße";"major";"Bundesland"
"06636007";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636007";"50";"52";"lnight";"12";"Straße";"major";"Bundesland"
"06636007";"55";"57";"lnight";"13";"Straße";"major";"Bundesland"
"06636007";"60";"62";"lnight";"12";"Straße";"major";"Bundesland"
"06636007";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636007";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636008";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06636008";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06636008";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06636008";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06636008";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636008";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06636008";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06636008";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06636008";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636008";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636009";"55";"57";"lden";"75";"Straße";"major";"Bundesland"
"06636009";"60";"62";"lden";"5";"Straße";"major";"Bundesland"
"06636009";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06636009";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06636009";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636009";"50";"52";"lnight";"32";"Straße";"major";"Bundesland"
"06636009";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06636009";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06636009";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636009";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636010";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06636010";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06636010";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06636010";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06636010";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636010";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06636010";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06636010";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06636010";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636010";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636011";"55";"57";"lden";"127";"Straße";"major";"Bundesland"
"06636011";"60";"62";"lden";"41";"Straße";"major";"Bundesland"
"06636011";"65";"67";"lden";"22";"Straße";"major";"Bundesland"
"06636011";"70";"72";"lden";"2";"Straße";"major";"Bundesland"
"06636011";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636011";"50";"52";"lnight";"69";"Straße";"major";"Bundesland"
"06636011";"55";"57";"lnight";"26";"Straße";"major";"Bundesland"
"06636011";"60";"62";"lnight";"3";"Straße";"major";"Bundesland"
"06636011";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636011";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636012";"55";"57";"lden";"47";"Straße";"major";"Bundesland"
"06636012";"60";"62";"lden";"54";"Straße";"major";"Bundesland"
"06636012";"65";"67";"lden";"50";"Straße";"major";"Bundesland"
"06636012";"70";"72";"lden";"13";"Straße";"major";"Bundesland"
"06636012";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636012";"50";"52";"lnight";"53";"Straße";"major";"Bundesland"
"06636012";"55";"57";"lnight";"56";"Straße";"major";"Bundesland"
"06636012";"60";"62";"lnight";"20";"Straße";"major";"Bundesland"
"06636012";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636012";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636013";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06636013";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06636013";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06636013";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06636013";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636013";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06636013";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06636013";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06636013";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636013";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636014";"55";"57";"lden";"196";"Straße";"major";"Bundesland"
"06636014";"60";"62";"lden";"135";"Straße";"major";"Bundesland"
"06636014";"65";"67";"lden";"67";"Straße";"major";"Bundesland"
"06636014";"70";"72";"lden";"24";"Straße";"major";"Bundesland"
"06636014";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636014";"50";"52";"lnight";"151";"Straße";"major";"Bundesland"
"06636014";"55";"57";"lnight";"82";"Straße";"major";"Bundesland"
"06636014";"60";"62";"lnight";"36";"Straße";"major";"Bundesland"
"06636014";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636014";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636015";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"06636015";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"06636015";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"06636015";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"06636015";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"06636015";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"06636015";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"06636015";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"06636015";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"06636015";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06636016";"55";"57";"lden";"573";"Straße";"major";"Bundesland"
"06636016";"60";"62";"lden";"244";"Straße";"major";"Bundesland"
"06636016";"65";"67";"lden";"248";"Straße";"major";"Bundesland"
"06636016";"70";"72";"lden";"127";"Straße";"major";"Bundesland"
"06636016";"75";"77";"lden";"2";"Straße";"major";"Bundesland"
"06636016";"50";"52";"lnight";"298";"Straße";"major";"Bundesland"
"06636016";"55";"57";"lnight";"273";"Straße";"major";"Bundesland"
"06636016";"60";"62";"lnight";"121";"Straße";"major";"Bundesland"
"06636016";"65";"67";"lnight";"5";"Straße";"major";"Bundesland"
"06636016";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"06411000";"55";"57";"lden";"26939";"Flug";"major";"Bundesland"
"06411000";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06411000";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06411000";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06411000";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06411000";"50";"52";"lnight";"41";"Flug";"major";"Bundesland"
"06411000";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06411000";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06411000";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06411000";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06412000";"55";"57";"lden";"35492";"Flug";"major";"Bundesland"
"06412000";"60";"62";"lden";"3694";"Flug";"major";"Bundesland"
"06412000";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06412000";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06412000";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06412000";"50";"52";"lnight";"2773";"Flug";"major";"Bundesland"
"06412000";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06412000";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06412000";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06412000";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06413000";"55";"57";"lden";"93778";"Flug";"major";"Bundesland"
"06413000";"60";"62";"lden";"16555";"Flug";"major";"Bundesland"
"06413000";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06413000";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06413000";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06413000";"50";"52";"lnight";"38212";"Flug";"major";"Bundesland"
"06413000";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06413000";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06413000";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06413000";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06414000";"55";"57";"lden";"0";"Flug";"major";"Bundesland"
"06414000";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06414000";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06414000";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06414000";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06414000";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06414000";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06414000";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06414000";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06414000";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06435014";"55";"57";"lden";"31480";"Flug";"major";"Bundesland"
"06435014";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06435014";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06435014";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06435014";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06435014";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06435014";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06435014";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06435014";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06435014";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06432006";"55";"57";"lden";"12";"Flug";"major";"Bundesland"
"06432006";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06432006";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06432006";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06432006";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06432006";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06432006";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06432006";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06432006";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06432006";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06432008";"55";"57";"lden";"5086";"Flug";"major";"Bundesland"
"06432008";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06432008";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06432008";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06432008";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06432008";"50";"52";"lnight";"373";"Flug";"major";"Bundesland"
"06432008";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06432008";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06432008";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06432008";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06432011";"55";"57";"lden";"0";"Flug";"major";"Bundesland"
"06432011";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06432011";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06432011";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06432011";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06432011";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06432011";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06432011";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06432011";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06432011";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06432018";"55";"57";"lden";"0";"Flug";"major";"Bundesland"
"06432018";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06432018";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06432018";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06432018";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06432018";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06432018";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06432018";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06432018";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06432018";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06432019";"55";"57";"lden";"0";"Flug";"major";"Bundesland"
"06432019";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06432019";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06432019";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06432019";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06432019";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06432019";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06432019";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06432019";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06432019";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06432020";"55";"57";"lden";"0";"Flug";"major";"Bundesland"
"06432020";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06432020";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06432020";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06432020";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06432020";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06432020";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06432020";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06432020";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06432020";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06432023";"55";"57";"lden";"7060";"Flug";"major";"Bundesland"
"06432023";"60";"62";"lden";"559";"Flug";"major";"Bundesland"
"06432023";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06432023";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06432023";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06432023";"50";"52";"lnight";"1710";"Flug";"major";"Bundesland"
"06432023";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06432023";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06432023";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06432023";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06433001";"55";"57";"lden";"0";"Flug";"major";"Bundesland"
"06433001";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06433001";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06433001";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06433001";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06433001";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06433001";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06433001";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06433001";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06433001";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
"06433002";"55";"57";"lden";"12910";"Flug";"major";"Bundesland"
"06433002";"60";"62";"lden";"0";"Flug";"major";"Bundesland"
"06433002";"65";"67";"lden";"0";"Flug";"major";"Bundesland"
"06433002";"70";"72";"lden";"0";"Flug";"major";"Bundesland"
"06433002";"75";"77";"lden";"0";"Flug";"major";"Bundesland"
"06433002";"50";"52";"lnight";"0";"Flug";"major";"Bundesland"
"06433002";"55";"57";"lnight";"0";"Flug";"major";"Bundesland"
"06433002";"60";"62";"lnight";"0";"Flug";"major";"Bundesland"
"06433002";"65";"67";"lnight";"0";"Flug";"major";"Bundesland"
"06433002";"70";"72";"lnight";"0";"Flug";"major";"Bundesland"
