"gemeinde_kennziffer";"l_untergrenze";"l_zentral";"metrik";"exponierte";"quelle";"kartierungsumfang";"datenquelle"
"03256002";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03256002";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03256002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03358002";"55";"57";"lden";"1200";"Straße";"major";"Bundesland"
"03358002";"60";"62";"lden";"200";"Straße";"major";"Bundesland"
"03358002";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03358002";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03358002";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03358002";"50";"52";"lnight";"700";"Straße";"major";"Bundesland"
"03358002";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03358002";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03358002";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03358002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03459012";"55";"57";"lden";"1600";"Straße";"major";"Bundesland"
"03459012";"60";"62";"lden";"800";"Straße";"major";"Bundesland"
"03459012";"65";"67";"lden";"300";"Straße";"major";"Bundesland"
"03459012";"70";"72";"lden";"200";"Straße";"major";"Bundesland"
"03459012";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03459012";"50";"52";"lnight";"1500";"Straße";"major";"Bundesland"
"03459012";"55";"57";"lnight";"500";"Straße";"major";"Bundesland"
"03459012";"60";"62";"lnight";"300";"Straße";"major";"Bundesland"
"03459012";"65";"67";"lnight";"100";"Straße";"major";"Bundesland"
"03459012";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03361002";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03361002";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03361002";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03361002";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03361002";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03361002";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03361002";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03361002";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03361002";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03361002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03359007";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03359007";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03359007";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03359007";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03359007";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03359007";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03359007";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03359007";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03359007";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03359007";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03254008";"55";"57";"lden";"600";"Straße";"major";"Bundesland"
"03254008";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03254008";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03254008";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03254008";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03254008";"50";"52";"lnight";"400";"Straße";"major";"Bundesland"
"03254008";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03254008";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03254008";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03254008";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03455025";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03455025";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03455025";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03455025";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03455025";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03455025";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03455025";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03455025";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03455025";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03455025";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03459013";"55";"57";"lden";"600";"Straße";"major";"Bundesland"
"03459013";"60";"62";"lden";"300";"Straße";"major";"Bundesland"
"03459013";"65";"67";"lden";"300";"Straße";"major";"Bundesland"
"03459013";"70";"72";"lden";"300";"Straße";"major";"Bundesland"
"03459013";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03459013";"50";"52";"lnight";"400";"Straße";"major";"Bundesland"
"03459013";"55";"57";"lnight";"300";"Straße";"major";"Bundesland"
"03459013";"60";"62";"lnight";"300";"Straße";"major";"Bundesland"
"03459013";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03459013";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03251008";"55";"57";"lden";"200";"Straße";"major";"Bundesland"
"03251008";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03251008";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03251008";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03251008";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03251008";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03251008";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03251008";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03251008";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03251008";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03453002";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03453002";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03453002";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03453002";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03453002";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03453002";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03453002";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03453002";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03453002";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03453002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03357005";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03357005";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03357005";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03357005";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03357005";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03357005";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03357005";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03357005";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03357005";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03357005";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03159007";"55";"57";"lden";"2100";"Straße";"major";"Bundesland"
"03159007";"60";"62";"lden";"300";"Straße";"major";"Bundesland"
"03159007";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03159007";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03159007";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03159007";"50";"52";"lnight";"1000";"Straße";"major";"Bundesland"
"03159007";"55";"57";"lnight";"200";"Straße";"major";"Bundesland"
"03159007";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03159007";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03159007";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03353004";"55";"57";"lden";"500";"Straße";"major";"Bundesland"
"03353004";"60";"62";"lden";"300";"Straße";"major";"Bundesland"
"03353004";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03353004";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03353004";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03353004";"50";"52";"lnight";"400";"Straße";"major";"Bundesland"
"03353004";"55";"57";"lnight";"200";"Straße";"major";"Bundesland"
"03353004";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03353004";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03353004";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03461002";"55";"57";"lden";"300";"Straße";"major";"Bundesland"
"03461002";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03461002";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03461002";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03461002";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03461002";"50";"52";"lnight";"200";"Straße";"major";"Bundesland"
"03461002";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03461002";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03461002";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03461002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03459014";"55";"57";"lden";"6300";"Straße";"major";"Bundesland"
"03459014";"60";"62";"lden";"2300";"Straße";"major";"Bundesland"
"03459014";"65";"67";"lden";"700";"Straße";"major";"Bundesland"
"03459014";"70";"72";"lden";"300";"Straße";"major";"Bundesland"
"03459014";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03459014";"50";"52";"lnight";"4100";"Straße";"major";"Bundesland"
"03459014";"55";"57";"lnight";"1300";"Straße";"major";"Bundesland"
"03459014";"60";"62";"lnight";"400";"Straße";"major";"Bundesland"
"03459014";"65";"67";"lnight";"100";"Straße";"major";"Bundesland"
"03459014";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03357008";"55";"57";"lden";"600";"Straße";"major";"Bundesland"
"03357008";"60";"62";"lden";"400";"Straße";"major";"Bundesland"
"03357008";"65";"67";"lden";"500";"Straße";"major";"Bundesland"
"03357008";"70";"72";"lden";"300";"Straße";"major";"Bundesland"
"03357008";"75";"77";"lden";"100";"Straße";"major";"Bundesland"
"03357008";"50";"52";"lnight";"400";"Straße";"major";"Bundesland"
"03357008";"55";"57";"lnight";"500";"Straße";"major";"Bundesland"
"03357008";"60";"62";"lnight";"400";"Straße";"major";"Bundesland"
"03357008";"65";"67";"lnight";"200";"Straße";"major";"Bundesland"
"03357008";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03355011";"55";"57";"lden";"300";"Straße";"major";"Bundesland"
"03355011";"60";"62";"lden";"200";"Straße";"major";"Bundesland"
"03355011";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03355011";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03355011";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03355011";"50";"52";"lnight";"200";"Straße";"major";"Bundesland"
"03355011";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03355011";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03355011";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03355011";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03457003";"55";"57";"lden";"500";"Straße";"major";"Bundesland"
"03457003";"60";"62";"lden";"200";"Straße";"major";"Bundesland"
"03457003";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03457003";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03457003";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03457003";"50";"52";"lnight";"300";"Straße";"major";"Bundesland"
"03457003";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03457003";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03457003";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03457003";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03351005";"55";"57";"lden";"300";"Straße";"major";"Bundesland"
"03351005";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03351005";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03351005";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03351005";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03351005";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03351005";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03351005";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03351005";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03351005";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03251049";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03251049";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03251049";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03251049";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03251049";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03251049";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03251049";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03251049";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03251049";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03251049";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03257008";"55";"57";"lden";"300";"Straße";"major";"Bundesland"
"03257008";"60";"62";"lden";"300";"Straße";"major";"Bundesland"
"03257008";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03257008";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03257008";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03257008";"50";"52";"lnight";"300";"Straße";"major";"Bundesland"
"03257008";"55";"57";"lnight";"300";"Straße";"major";"Bundesland"
"03257008";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03257008";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03257008";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03358005";"55";"57";"lden";"900";"Straße";"major";"Bundesland"
"03358005";"60";"62";"lden";"500";"Straße";"major";"Bundesland"
"03358005";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03358005";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03358005";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03358005";"50";"52";"lnight";"800";"Straße";"major";"Bundesland"
"03358005";"55";"57";"lnight";"300";"Straße";"major";"Bundesland"
"03358005";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03358005";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03358005";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03353005";"55";"57";"lden";"3200";"Straße";"major";"Bundesland"
"03353005";"60";"62";"lden";"2100";"Straße";"major";"Bundesland"
"03353005";"65";"67";"lden";"1700";"Straße";"major";"Bundesland"
"03353005";"70";"72";"lden";"800";"Straße";"major";"Bundesland"
"03353005";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03353005";"50";"52";"lnight";"2500";"Straße";"major";"Bundesland"
"03353005";"55";"57";"lnight";"1800";"Straße";"major";"Bundesland"
"03353005";"60";"62";"lnight";"900";"Straße";"major";"Bundesland"
"03353005";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03353005";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03257009";"55";"57";"lden";"600";"Straße";"major";"Bundesland"
"03257009";"60";"62";"lden";"200";"Straße";"major";"Bundesland"
"03257009";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03257009";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03257009";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03257009";"50";"52";"lnight";"300";"Straße";"major";"Bundesland"
"03257009";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03257009";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03257009";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03257009";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03457024";"55";"57";"lden";"600";"Straße";"major";"Bundesland"
"03457024";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03457024";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03457024";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03457024";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03457024";"50";"52";"lnight";"200";"Straße";"major";"Bundesland"
"03457024";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03457024";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03457024";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03457024";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03158004";"55";"57";"lden";"200";"Straße";"major";"Bundesland"
"03158004";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03158004";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03158004";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03158004";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03158004";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03158004";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03158004";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03158004";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03158004";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03241003";"55";"57";"lden";"2400";"Straße";"major";"Bundesland"
"03241003";"60";"62";"lden";"600";"Straße";"major";"Bundesland"
"03241003";"65";"67";"lden";"500";"Straße";"major";"Bundesland"
"03241003";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03241003";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03241003";"50";"52";"lnight";"1000";"Straße";"major";"Bundesland"
"03241003";"55";"57";"lnight";"500";"Straße";"major";"Bundesland"
"03241003";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03241003";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03241003";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03241004";"55";"57";"lden";"1500";"Straße";"major";"Bundesland"
"03241004";"60";"62";"lden";"600";"Straße";"major";"Bundesland"
"03241004";"65";"67";"lden";"400";"Straße";"major";"Bundesland"
"03241004";"70";"72";"lden";"100";"Straße";"major";"Bundesland"
"03241004";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03241004";"50";"52";"lnight";"900";"Straße";"major";"Bundesland"
"03241004";"55";"57";"lnight";"600";"Straße";"major";"Bundesland"
"03241004";"60";"62";"lnight";"200";"Straße";"major";"Bundesland"
"03241004";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03241004";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03359009";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03359009";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03359009";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03359009";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03359009";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03359009";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03359009";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03359009";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03359009";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03359009";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03359010";"55";"57";"lden";"2800";"Straße";"major";"Bundesland"
"03359010";"60";"62";"lden";"1200";"Straße";"major";"Bundesland"
"03359010";"65";"67";"lden";"700";"Straße";"major";"Bundesland"
"03359010";"70";"72";"lden";"300";"Straße";"major";"Bundesland"
"03359010";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03359010";"50";"52";"lnight";"1700";"Straße";"major";"Bundesland"
"03359010";"55";"57";"lnight";"900";"Straße";"major";"Bundesland"
"03359010";"60";"62";"lnight";"400";"Straße";"major";"Bundesland"
"03359010";"65";"67";"lnight";"100";"Straße";"major";"Bundesland"
"03359010";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03352063";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03352063";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03352063";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03352063";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03352063";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03352063";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03352063";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03352063";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03352063";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03352063";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03151006";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03151006";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03151006";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03151006";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03151006";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03151006";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03151006";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03151006";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03151006";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03151006";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03453003";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03453003";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03453003";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03453003";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03453003";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03453003";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03453003";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03453003";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03453003";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03453003";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03351006";"55";"57";"lden";"1800";"Straße";"major";"Bundesland"
"03351006";"60";"62";"lden";"1300";"Straße";"major";"Bundesland"
"03351006";"65";"67";"lden";"1800";"Straße";"major";"Bundesland"
"03351006";"70";"72";"lden";"1300";"Straße";"major";"Bundesland"
"03351006";"75";"77";"lden";"100";"Straße";"major";"Bundesland"
"03351006";"50";"52";"lnight";"1400";"Straße";"major";"Bundesland"
"03351006";"55";"57";"lnight";"1700";"Straße";"major";"Bundesland"
"03351006";"60";"62";"lnight";"1500";"Straße";"major";"Bundesland"
"03351006";"65";"67";"lnight";"200";"Straße";"major";"Bundesland"
"03351006";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03453004";"55";"57";"lden";"6200";"Straße";"major";"Bundesland"
"03453004";"60";"62";"lden";"2400";"Straße";"major";"Bundesland"
"03453004";"65";"67";"lden";"1500";"Straße";"major";"Bundesland"
"03453004";"70";"72";"lden";"1000";"Straße";"major";"Bundesland"
"03453004";"75";"77";"lden";"100";"Straße";"major";"Bundesland"
"03453004";"50";"52";"lnight";"4200";"Straße";"major";"Bundesland"
"03453004";"55";"57";"lnight";"2000";"Straße";"major";"Bundesland"
"03453004";"60";"62";"lnight";"1200";"Straße";"major";"Bundesland"
"03453004";"65";"67";"lnight";"200";"Straße";"major";"Bundesland"
"03453004";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03252004";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03252004";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03252004";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03252004";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03252004";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03252004";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03252004";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03252004";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03252004";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03252004";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03158005";"55";"57";"lden";"0";"Straße";"major";"Bundesland"
"03158005";"60";"62";"lden";"0";"Straße";"major";"Bundesland"
"03158005";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03158005";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03158005";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03158005";"50";"52";"lnight";"0";"Straße";"major";"Bundesland"
"03158005";"55";"57";"lnight";"0";"Straße";"major";"Bundesland"
"03158005";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03158005";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03158005";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03158006";"55";"57";"lden";"900";"Straße";"major";"Bundesland"
"03158006";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03158006";"65";"67";"lden";"0";"Straße";"major";"Bundesland"
"03158006";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03158006";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03158006";"50";"52";"lnight";"300";"Straße";"major";"Bundesland"
"03158006";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03158006";"60";"62";"lnight";"0";"Straße";"major";"Bundesland"
"03158006";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03158006";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03352011";"55";"57";"lden";"1700";"Straße";"major";"Bundesland"
"03352011";"60";"62";"lden";"800";"Straße";"major";"Bundesland"
"03352011";"65";"67";"lden";"900";"Straße";"major";"Bundesland"
"03352011";"70";"72";"lden";"500";"Straße";"major";"Bundesland"
"03352011";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03352011";"50";"52";"lnight";"1000";"Straße";"major";"Bundesland"
"03352011";"55";"57";"lnight";"900";"Straße";"major";"Bundesland"
"03352011";"60";"62";"lnight";"600";"Straße";"major";"Bundesland"
"03352011";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03352011";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03460002";"55";"57";"lden";"200";"Straße";"major";"Bundesland"
"03460002";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03460002";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03460002";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03460002";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03460002";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03460002";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03460002";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03460002";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
"03460002";"70";"72";"lnight";"0";"Straße";"major";"Bundesland"
"03154004";"55";"57";"lden";"100";"Straße";"major";"Bundesland"
"03154004";"60";"62";"lden";"100";"Straße";"major";"Bundesland"
"03154004";"65";"67";"lden";"100";"Straße";"major";"Bundesland"
"03154004";"70";"72";"lden";"0";"Straße";"major";"Bundesland"
"03154004";"75";"77";"lden";"0";"Straße";"major";"Bundesland"
"03154004";"50";"52";"lnight";"100";"Straße";"major";"Bundesland"
"03154004";"55";"57";"lnight";"100";"Straße";"major";"Bundesland"
"03154004";"60";"62";"lnight";"100";"Straße";"major";"Bundesland"
"03154004";"65";"67";"lnight";"0";"Straße";"major";"Bundesland"
